id,name,lang,new stars
121395510,CyC2018/CS-Notes,Java,110
132464395,Snailclimb/JavaGuide,Java,123
22790488,iluwatar/java-design-patterns,Java,16
151834062,doocs/advanced-java,Java,61
1148753,spring-projects/spring-framework,Java,25
148736243,qiurunze123/miaosha,Java,121
154648112,hollischuang/toBeTopJavaer,Java,85
75164823,apache/rocketmq,Java,4
129332826,frank-lam/fullstack-tutorial,Java,42
95208623,lihengming/spring-boot-api-project-seed,Java,18
41667394,kevin-wayne/algs4,Java,7
163721192,zhisheng17/flink-learning,Java,13
98596001,Exrick/xmall,Java,9
161296037,Meituan-Dianping/Leaf,Java,3
172617835,javagrowing/JGrowing,Java,34
9653752,jitsi/jitsi,Java,4
64578459,fishercoder1534/Leetcode,Java,1
186777581,CheckChe0803/flink-recommandSystem-demo,Java,17
143175496,cabaletta/baritone,Java,6
149121954,openjdk/jdk,Java,6
198552685,Mr-xn/Penetration_Testing_POC,Java,7
132132854,threedr3am/learnjavabug,Java,41
148723961,gf-huanchupk/SpringBootLearning,Java,3
231336140,didi/sds,Java,6
227338765,krharsh17/barview-android,Java,2
